StockCode,return_order,t_order,b_rate
22567,3,185,1.62
22979,5,309,1.62
23127,3,185,1.62
23319,6,371,1.62
46000S,3,185,1.62
21650,1,62,1.61
22319,1,62,1.61
22340,1,62,1.61
22805,2,124,1.61
22995,3,186,1.61
23299,2,124,1.61
23419,1,62,1.61
21746,3,188,1.60
23093,2,125,1.60
22196,4,251,1.59
22229,1,63,1.59
22624,10,629,1.59
23414,1,63,1.59
23513,1,63,1.59
23514,1,63,1.59
23158,3,190,1.58
23242,3,190,1.58
21137,5,318,1.57
22553,7,446,1.57
22603,2,127,1.57
15056N,6,384,1.56
22343,1,64,1.56
22416,1,64,1.56
22433,3,192,1.56
22515,1,64,1.56
22633,7,448,1.56
72818,1,64,1.56
21519,3,194,1.55
22302,3,193,1.55
23203,17,1097,1.55
21108,3,195,1.54
22217,1,65,1.54
22282,1,65,1.54
22406,1,65,1.54
22471,1,65,1.54
23222,1,65,1.54
84884A,1,65,1.54
23128,2,131,1.53
84029E,5,326,1.53
21408,1,66,1.52
22354,1,66,1.52
22495,1,66,1.52
22540,1,66,1.52
22969,8,526,1.52
23159,3,198,1.52
22690,4,265,1.51
21154,4,266,1.50
21704,3,200,1.50
22066,2,133,1.50
21015,1,67,1.49
21558,4,269,1.49
22452,1,67,1.49
22821,1,67,1.49
85062,2,134,1.49
85231G,1,67,1.49
20719,8,539,1.48
21485,8,541,1.48
22961,13,880,1.48
23051,2,135,1.48
23345,2,135,1.48
84050,3,203,1.48
22252,1,68,1.47
22386,13,884,1.47
22837,2,136,1.47
23163,2,136,1.47
23358,1,68,1.47
23275,4,274,1.46
72760B,2,137,1.46
21891,5,345,1.45
22668,3,207,1.45
22937,2,138,1.45
23161,1,69,1.45
17003,3,209,1.44
20713,6,417,1.44
21169,5,347,1.44
22630,9,625,1.44
22810,2,139,1.44
35471D,2,139,1.44
84970S,6,418,1.44
21381,2,140,1.43
22496,1,70,1.43
22615,1,70,1.43
22676,2,140,1.43
22706,1,70,1.43
22934,1,70,1.43
23301,11,767,1.43
21181,10,704,1.42
22175,2,141,1.42
22507,5,353,1.42
23083,3,212,1.42
21792,1,71,1.41
21915,8,569,1.41
22261,1,71,1.41
22477,1,71,1.41
22599,1,71,1.41
22685,1,71,1.41
22909,7,496,1.41
48116,2,143,1.40
22712,3,216,1.39
22951,5,359,1.39
23226,1,72,1.39
23412,1,72,1.39
84380,7,505,1.39
20982,3,218,1.38
21591,2,145,1.38
22331,2,145,1.38
23154,3,217,1.38
21201,1,73,1.37
22411,11,801,1.37
22674,2,146,1.37
22822,2,146,1.37
23206,12,878,1.37
23295,5,364,1.37
22551,8,587,1.36
22775,2,147,1.36
23294,4,295,1.36
47566,19,1398,1.36
21210,5,370,1.35
21824,1,74,1.35
22744,2,148,1.35
22982,2,148,1.35
22996,4,296,1.35
23287,2,148,1.35
21987,2,149,1.34
48138,7,523,1.34
21088,1,75,1.33
21260,2,150,1.33
22705,1,75,1.33
23536,1,75,1.33
85017B,1,75,1.33
16169E,2,151,1.32
21206,1,76,1.32
21391,1,76,1.32
22074,1,76,1.32
22079,3,228,1.32
22249,1,76,1.32
22466,2,152,1.32
23138,1,76,1.32
23145,2,152,1.32
85176,1,76,1.32
22940,4,306,1.31
23581,4,306,1.31
21124,3,230,1.30
21878,2,154,1.30
22200,1,77,1.30
22382,13,1001,1.30
22398,3,231,1.30
22575,1,77,1.30
22607,4,307,1.30
22694,4,307,1.30
22736,2,154,1.30
23066,1,77,1.30
23315,1,77,1.30
23491,1,77,1.30
20975,4,311,1.29
21754,9,700,1.29
21903,2,155,1.29
22584,2,155,1.29
82580,5,388,1.29
20886,1,78,1.28
21059,1,78,1.28
21383,1,78,1.28
21439,1,78,1.28
22582,1,78,1.28
84006,1,78,1.28
15044A,1,79,1.27
20983,3,237,1.27
21110,1,79,1.27
22432,3,237,1.27
22476,1,79,1.27
22533,1,79,1.27
22989,4,315,1.27
23034,1,79,1.27
23153,1,79,1.27
23196,3,236,1.27
23228,1,79,1.27
23263,5,394,1.27
23268,1,79,1.27
23392,1,79,1.27
23582,3,237,1.27
72807B,1,79,1.27
84997A,3,237,1.27
23200,6,476,1.26
22652,5,399,1.25
22867,6,480,1.25
23144,3,240,1.25
23444,1,80,1.25
22148,2,161,1.24
23232,3,241,1.24
84029G,4,323,1.24
16235,1,81,1.23
21012,1,81,1.23
21677,1,81,1.23
22771,4,325,1.23
23164,1,81,1.23
23377,1,81,1.23
47503A,2,163,1.23
48185,3,244,1.23
84987,3,243,1.23
15036,4,328,1.22
21135,2,164,1.22
21224,1,82,1.22
22090,7,574,1.22
23452,1,82,1.22
21098,2,165,1.21
22379,5,412,1.21
20685,7,583,1.20
21055,1,83,1.20
21578,1,83,1.20
22294,3,249,1.20
22734,4,333,1.20
22132,1,84,1.19
22474,1,84,1.19
23035,2,168,1.19
23461,1,84,1.19
21561,2,169,1.18
22023,1,85,1.18
22120,2,169,1.18
22608,1,85,1.18
23130,2,169,1.18
23298,12,1021,1.18
23344,7,593,1.18
48188,3,255,1.18
85032C,1,85,1.18
23049,2,171,1.17
82551,3,256,1.17
20969,3,259,1.16
21700,1,86,1.16
22155,1,86,1.16
22227,2,172,1.16
22403,1,86,1.16
22662,7,605,1.16
22772,2,172,1.16
23511,1,86,1.16
35953,1,86,1.16
21212,12,1041,1.15
22661,4,347,1.15
22899,3,262,1.15
21058,1,88,1.14
21810,2,175,1.14
22025,1,88,1.14
22449,1,88,1.14
22602,2,176,1.14
22704,2,175,1.14
22809,2,175,1.14
23290,2,176,1.14
23480,2,175,1.14
48173C,2,175,1.14
79321,6,525,1.14
22027,3,265,1.13
22469,11,972,1.13
21786,1,89,1.12
22350,1,89,1.12
22550,2,178,1.12
22629,8,712,1.12
22738,2,178,1.12
22742,1,89,1.12
23061,1,89,1.12
23375,1,89,1.12
22081,1,90,1.11
23368,2,180,1.11
20679,3,273,1.10
22116,1,91,1.10
22291,1,91,1.10
23190,2,181,1.10
23323,3,273,1.10
47590B,4,363,1.10
21447,1,92,1.09
22189,5,457,1.09
22679,1,92,1.09
23267,1,92,1.09
23300,7,642,1.09
23338,1,92,1.09
20750,4,369,1.08
20971,5,461,1.08
22431,3,278,1.08
22970,3,279,1.08
23065,1,93,1.08
23156,2,186,1.08
23209,11,1017,1.08
47504H,1,93,1.08
85150,4,371,1.08
22999,2,187,1.07
23284,7,655,1.07
21382,1,94,1.06
21883,1,94,1.06
21888,3,283,1.06
21917,2,188,1.06
22111,7,663,1.06
22228,1,94,1.06
22312,1,94,1.06
22314,1,94,1.06
22737,2,189,1.06
23293,5,470,1.06
23311,3,284,1.06
82582,4,378,1.06
21389,1,95,1.05
21407,1,95,1.05
21479,4,382,1.05
21918,3,285,1.05
21933,3,286,1.05
22920,2,190,1.05
23188,3,285,1.05
23445,1,95,1.05
72817,1,95,1.05
84012,1,95,1.05
84077,5,477,1.05
84991,7,664,1.05
15060B,1,96,1.04
23316,1,96,1.04
23400,1,96,1.04
23490,1,96,1.04
20718,4,388,1.03
21864,1,97,1.03
22795,3,290,1.03
22993,9,875,1.03
23534,2,195,1.03
20974,3,294,1.02
21123,1,98,1.02
21621,4,395,1.01
22086,10,990,1.01
22569,3,297,1.01
22581,1,99,1.01
22948,1,99,1.01
20676,3,301,1.00
21175,7,699,1.00
21507,2,200,1.00
21880,1,100,1.00
22208,2,201,1.00
22708,1,100,1.00
23372,1,100,1.00
21239,2,203,0.99
22026,1,101,0.99
22112,7,707,0.99
22150,4,406,0.99
22710,1,101,0.99
22711,1,101,0.99
21122,3,307,0.98
22372,1,102,0.98
22835,5,510,0.98
22853,1,102,0.98
23307,5,509,0.98
21991,1,103,0.97
84347,3,308,0.97
21084,1,104,0.96
22045,2,208,0.96
22119,1,104,0.96
22219,3,314,0.96
22378,1,104,0.96
22671,1,104,0.96
23077,3,311,0.96
23355,7,726,0.96
23424,1,104,0.96
85071B,1,104,0.96
22670,2,210,0.95
23283,2,211,0.95
23306,2,211,0.95
82600,4,423,0.95
22047,1,106,0.94
22731,1,106,0.94
22745,3,319,0.94
23103,3,319,0.94
21071,1,108,0.93
21932,3,322,0.93
22396,1,108,0.93
22585,3,322,0.93
22907,5,538,0.93
23078,2,215,0.93
23370,1,107,0.93
23508,1,107,0.93
21033,1,109,0.92
21499,2,217,0.92
22570,3,327,0.92
85231B,1,109,0.92
22096,1,110,0.91
23054,1,110,0.91
84997B,3,329,0.91
21035,2,221,0.90
21163,1,111,0.90
22535,1,111,0.90
22673,1,111,0.90
22896,2,223,0.90
20675,2,225,0.89
21977,6,675,0.89
22083,4,448,0.89
22977,1,112,0.89
23437,1,112,0.89
84828,1,112,0.89
22412,1,114,0.88
22555,4,453,0.88
22757,1,114,0.88
23189,1,114,0.88
23376,1,114,0.88
22121,1,115,0.87
22613,1,115,0.87
84971S,1,115,0.87
85049G,2,229,0.87
20970,2,232,0.86
22274,2,233,0.86
22748,3,349,0.86
10135,1,118,0.85
22141,3,351,0.85
22413,3,354,0.85
22952,4,471,0.85
23211,1,117,0.85
23230,2,234,0.85
23493,3,352,0.85
22523,1,119,0.84
22554,5,592,0.84
22609,1,119,0.84
22723,2,237,0.84
22866,4,475,0.84
23270,1,119,0.84
47590A,3,358,0.84
48184,3,359,0.84
22075,1,121,0.83
22385,4,481,0.83
22421,1,121,0.83
22522,1,121,0.83
22557,4,484,0.83
22693,2,241,0.83
23541,1,121,0.83
22077,6,732,0.82
22209,1,122,0.82
23213,1,122,0.82
47559B,2,243,0.82
10133,1,123,0.81
22099,1,123,0.81
23090,1,123,0.81
23191,2,247,0.81
23265,2,248,0.81
21908,3,377,0.80
21983,1,125,0.80
22544,1,125,0.80
23076,2,250,0.80
21494,1,127,0.79
21980,2,252,0.79
22080,1,127,0.79
22211,1,127,0.79
22365,1,127,0.79
22576,1,126,0.79
22594,1,126,0.79
22746,2,254,0.79
22789,1,127,0.79
84992,4,505,0.79
20961,1,128,0.78
21114,1,129,0.78
22113,4,515,0.78
22271,2,258,0.78
22621,4,513,0.78
22792,1,129,0.78
22024,1,130,0.77
22114,4,518,0.77
23053,1,130,0.77
23202,6,778,0.77
21829,1,132,0.76
22091,1,131,0.76
22483,1,131,0.76
23354,2,263,0.76
84378,4,525,0.76
21523,3,400,0.75
21588,1,133,0.75
21900,2,267,0.75
22097,1,133,0.75
22561,3,398,0.75
23280,1,134,0.75
23285,1,133,0.75
46000M,1,134,0.75
C2,1,134,0.75
16161U,1,135,0.74
21524,3,408,0.74
22537,1,136,0.74
23133,1,135,0.74
23434,1,135,0.74
23351,2,273,0.73
20973,2,278,0.72
21716,1,138,0.72
21976,2,278,0.72
22440,1,139,0.72
22593,1,139,0.72
23346,1,139,0.72
84030E,2,279,0.72
84879,10,1385,0.72
22144,3,424,0.71
22436,1,140,0.71
21484,2,284,0.70
22975,1,143,0.70
84997D,3,427,0.70
21718,1,144,0.69
21934,1,144,0.69
22400,1,144,0.69
22402,1,145,0.69
22536,1,145,0.69
22578,3,436,0.69
22851,2,288,0.69
47599A,1,145,0.69
84510A,1,145,0.69
21158,1,147,0.68
21508,1,146,0.68
21584,1,147,0.68
22930,1,146,0.68
23157,1,146,0.68
23321,4,586,0.68
23390,1,147,0.68
20674,1,150,0.67
21243,1,149,0.67
21892,2,297,0.67
22499,2,298,0.67
22713,1,150,0.67
22743,1,149,0.67
23208,4,601,0.67
85014B,2,305,0.66
22093,1,154,0.65
22110,1,155,0.65
22161,1,154,0.65
22986,1,155,0.65
35961,1,154,0.65
84988,2,309,0.65
84997C,2,310,0.65
21811,1,156,0.64
22714,1,156,0.64
23192,2,314,0.64
23320,2,312,0.64
23342,1,156,0.64
21930,3,474,0.63
21984,1,158,0.63
22419,1,158,0.63
22489,2,320,0.63
22574,1,158,0.63
22663,2,319,0.63
22908,2,315,0.63
23233,1,159,0.63
51014A,1,158,0.63
85199S,1,158,0.63
21902,1,162,0.62
22142,2,323,0.62
22759,2,321,0.62
16237,1,163,0.61
21791,3,488,0.61
23396,1,165,0.61
23503,2,329,0.61
23535,1,163,0.61
20984,1,168,0.60
21179,1,167,0.60
21495,1,166,0.60
21907,2,331,0.60
22082,2,336,0.60
22188,1,167,0.60
22564,1,166,0.60
22669,1,168,0.60
22921,1,167,0.60
22983,2,334,0.60
23129,1,166,0.60
21121,2,338,0.59
21498,2,337,0.59
22692,2,340,0.59
85049E,2,337,0.59
20751,1,172,0.58
23426,1,172,0.58
23497,1,173,0.58
21390,1,175,0.57
22437,1,174,0.57
23005,1,176,0.57
23569,1,175,0.57
47504K,1,175,0.57
48111,1,175,0.57
20978,1,180,0.56
21136,2,354,0.56
21975,3,532,0.56
21990,1,178,0.56
22855,1,180,0.56
23050,1,177,0.56
21790,4,725,0.55
22131,1,181,0.55
22530,1,182,0.55
23313,2,361,0.55
84692,2,366,0.55
21172,2,373,0.54
21411,1,186,0.54
22028,1,186,0.54
22084,2,376,0.53
22750,2,380,0.53
22916,1,187,0.53
22918,1,188,0.53
84832,1,189,0.53
21981,1,191,0.52
22616,2,384,0.52
22917,1,191,0.52
22919,1,192,0.52
23312,1,194,0.52
23215,1,198,0.51
23330,1,196,0.51
85152,3,593,0.51
22491,1,201,0.50
47591D,2,399,0.50
21385,1,206,0.49
21745,1,206,0.49
21935,1,205,0.49
21993,1,206,0.49
22417,2,409,0.49
22534,1,203,0.49
22739,1,205,0.49
23389,1,206,0.49
84375,2,418,0.48
22295,1,213,0.47
22435,1,214,0.47
23100,1,214,0.47
23329,1,216,0.46
23333,1,217,0.46
20677,1,221,0.45
22195,1,221,0.45
23052,1,222,0.45
82578,1,221,0.45
84536A,1,222,0.45
21889,2,451,0.44
23109,1,229,0.44
23356,2,451,0.44
20717,1,232,0.43
21380,1,233,0.43
21901,1,235,0.43
22577,2,465,0.43
22904,1,235,0.43
23367,1,232,0.43
20754,1,240,0.42
22895,1,239,0.42
84836,2,478,0.42
21756,1,243,0.41
48194,2,482,0.41
16161P,1,249,0.40
21164,1,247,0.40
21506,1,251,0.40
21916,1,249,0.40
22563,1,253,0.40
22751,1,252,0.40
23264,1,250,0.40
23349,1,247,0.40
23350,1,247,0.40
21914,2,519,0.39
22348,1,255,0.39
23353,1,254,0.39
85014A,1,257,0.39
21982,1,260,0.38
48187,2,533,0.38
20972,2,537,0.37
22296,1,271,0.37
23332,1,268,0.37
85049A,1,267,0.37
21755,2,557,0.36
22579,1,277,0.36
22966,2,556,0.36
23266,1,275,0.36
21034,3,862,0.35
84596F,1,289,0.35
23583,1,299,0.33
22560,1,337,0.30
84970L,1,337,0.30
21770,1,342,0.29
22619,1,340,0.29
21165,1,360,0.28
22595,1,362,0.28
84596B,1,362,0.28
21080,2,734,0.27
22620,1,365,0.27
22029,1,395,0.25
21213,1,500,0.20
10002,0,49,0.00
10080,0,21,0.00
10120,0,29,0.00
10123C,0,3,0.00
10124A,0,5,0.00
10124G,0,4,0.00
10125,0,61,0.00
15030,0,12,0.00
15058C,0,30,0.00
16008,0,70,0.00
16010,0,3,0.00
16011,0,46,0.00
16012,0,35,0.00
16014,0,54,0.00
16015,0,24,0.00
16016,0,65,0.00
16020C,0,2,0.00
16033,0,4,0.00
16043,0,2,0.00
16045,0,68,0.00
16046,0,13,0.00
16048,0,47,0.00
16049,0,5,0.00
16052,0,6,0.00
16151A,0,3,0.00
16156L,0,18,0.00
16156S,0,167,0.00
16161G,0,22,0.00
16161M,0,1,0.00
16162L,0,6,0.00
16162M,0,7,0.00
16168M,0,20,0.00
16169K,0,8,0.00
16169M,0,25,0.00
16169N,0,1,0.00
16169P,0,2,0.00
16202A,0,2,0.00
16202B,0,2,0.00
16206B,0,2,0.00
16207A,0,5,0.00
16207B,0,3,0.00
16216,0,41,0.00
16218,0,50,0.00
16225,0,75,0.00
16236,0,73,0.00
16238,0,78,0.00
16244B,0,2,0.00
16248B,0,7,0.00
16254,0,9,0.00
17001,0,1,0.00
17007B,0,2,0.00
17011F,0,6,0.00
17012A,0,24,0.00
17012B,0,36,0.00
17012C,0,43,0.00
17012D,0,44,0.00
17012E,0,3,0.00
17012F,0,42,0.00
17013D,0,11,0.00
17014A,0,7,0.00
17021,0,47,0.00
17028J,0,1,0.00
17038,0,19,0.00
17084A,0,7,0.00
17084J,0,8,0.00
17084N,0,32,0.00
17084P,0,13,0.00
17084R,0,27,0.00
17090A,0,10,0.00
17090D,0,12,0.00
17091A,0,25,0.00
17091J,0,87,0.00
17096,0,13,0.00
17107D,0,46,0.00
17109D,0,5,0.00
17136A,0,17,0.00
17164B,0,9,0.00
17165D,0,7,0.00
17174,0,3,0.00
17191A,0,2,0.00
18007,0,17,0.00
18094C,0,15,0.00
18097A,0,4,0.00
18098C,0,36,0.00
20615,0,35,0.00
20616,0,25,0.00
20617,0,26,0.00
20618,0,28,0.00
20619,0,22,0.00
20622,0,32,0.00
20652,0,33,0.00
20653,0,6,0.00
20654,0,23,0.00
20655,0,34,0.00
20657,0,22,0.00
20658,0,59,0.00
20659,0,29,0.00
20661,0,5,0.00
20662,0,5,0.00
20663,0,3,0.00
20664,0,3,0.00
20665,0,73,0.00
20666,0,4,0.00
20667,0,1,0.00
20668,0,181,0.00
20669,0,42,0.00
20670,0,6,0.00
20671,0,2,0.00
20678,0,1,0.00
20684,0,32,0.00
20686,0,64,0.00
20694,0,10,0.00
20695,0,4,0.00
20696,0,10,0.00
20697,0,9,0.00
20698,0,7,0.00
20699,0,11,0.00
20700,0,4,0.00
20701,0,3,0.00
20702,0,40,0.00
20716,0,34,0.00
20731,0,8,0.00
20735,0,30,0.00
20748,0,30,0.00
20755,0,50,0.00
20756,0,22,0.00
20757,0,30,0.00
20758,0,41,0.00
20759,0,20,0.00
20760,0,21,0.00
20761,0,52,0.00
20762,0,51,0.00
20763,0,25,0.00
20764,0,60,0.00
20765,0,51,0.00
20766,0,47,0.00
20767,0,58,0.00
20768,0,36,0.00
20769,0,26,0.00
20770,0,28,0.00
20771,0,27,0.00
20773,0,23,0.00
20774,0,22,0.00
20775,0,20,0.00
20777,0,36,0.00
20778,0,8,0.00
20780,0,17,0.00
20782,0,17,0.00
20785,0,5,0.00
20796,0,8,0.00
20816,0,2,0.00
20818,0,2,0.00
20819,0,16,0.00
20820,0,2,0.00
20823,0,7,0.00
20826,0,8,0.00
20827,0,2,0.00
20828,0,177,0.00
20831,0,24,0.00
20835,0,7,0.00
20837,0,15,0.00
20839,0,49,0.00
20845,0,11,0.00
20846,0,62,0.00
20847,0,14,0.00
20848,0,8,0.00
20851,0,7,0.00
20861,0,2,0.00
20867,0,25,0.00
20868,0,31,0.00
20869,0,17,0.00
20878,0,7,0.00
20892,0,1,0.00
20894,0,9,0.00
20902,0,6,0.00
20903,0,10,0.00
20906,0,2,0.00
20910,0,3,0.00
20933,0,9,0.00
20935,0,4,0.00
20963,0,122,0.00
20964,0,1,0.00
20966,0,41,0.00
20967,0,75,0.00
20986,0,58,0.00
20992,0,244,0.00
20996,0,184,0.00
20997,0,5,0.00
20998,0,28,0.00
21000,0,16,0.00
21001,0,12,0.00
21002,0,5,0.00
21003,0,6,0.00
21011,0,2,0.00
21014,0,66,0.00
21018,0,4,0.00
21025,0,16,0.00
21026,0,22,0.00
21027,0,17,0.00
21028,0,21,0.00
21030,0,21,0.00
21031,0,10,0.00
21032,0,15,0.00
21040,0,8,0.00
21043,0,57,0.00
21051,0,24,0.00
21054,0,27,0.00
21060,0,53,0.00
21061,0,52,0.00
21062,0,61,0.00
21063,0,81,0.00
21064,0,54,0.00
21065,0,40,0.00
21070,0,77,0.00
21078,0,201,0.00
21086,0,285,0.00
21087,0,10,0.00
21089,0,24,0.00
21094,0,325,0.00
21095,0,9,0.00
21096,0,70,0.00
21100,0,8,0.00
21106,0,34,0.00
21107,0,62,0.00
21109,0,68,0.00
21111,0,50,0.00
21112,0,46,0.00
21115,0,129,0.00
21116,0,117,0.00
21117,0,14,0.00
21126,0,67,0.00
21128,0,16,0.00
21131,0,17,0.00
21132,0,16,0.00
21145,0,8,0.00
21147,0,21,0.00
21157,0,14,0.00
21159,0,108,0.00
21161,0,34,0.00
21162,0,137,0.00
21171,0,60,0.00
21174,0,371,0.00
21187,0,33,0.00
21188,0,33,0.00
21189,0,29,0.00
21191,0,44,0.00
21192,0,39,0.00
21195,0,24,0.00
21196,0,9,0.00
21200,0,39,0.00
21202,0,20,0.00
21204,0,51,0.00
21207,0,84,0.00
21211,0,66,0.00
21215,0,63,0.00
21219,0,42,0.00
21220,0,41,0.00
21221,0,24,0.00
21222,0,35,0.00
21226,0,4,0.00
21228,0,2,0.00
21245,0,100,0.00
21249,0,79,0.00
21250,0,17,0.00
21251,0,35,0.00
21253,0,16,0.00
21261,0,27,0.00
21265,0,16,0.00
21268,0,1,0.00
21269,0,18,0.00
21270,0,13,0.00
21278,0,7,0.00
21280,0,12,0.00
21281,0,6,0.00
21286,0,18,0.00
21287,0,54,0.00
21291,0,40,0.00
21292,0,26,0.00
21293,0,18,0.00
21294,0,58,0.00
21307,0,13,0.00
21310,0,1,0.00
21316,0,9,0.00
21324,0,20,0.00
21327,0,145,0.00
21328,0,187,0.00
21329,0,168,0.00
21331,0,7,0.00
21332,0,8,0.00
21333,0,15,0.00
21336,0,3,0.00
21348,0,5,0.00
21354,0,68,0.00
21355,0,107,0.00
21356,0,53,0.00
21357,0,10,0.00
21358,0,59,0.00
21360,0,14,0.00
21365,0,42,0.00
21366,0,10,0.00
21367,0,35,0.00
21368,0,30,0.00
21369,0,13,0.00
21370,0,8,0.00
21371,0,32,0.00
21372,0,25,0.00
21374,0,40,0.00
21375,0,10,0.00
21376,0,13,0.00
21377,0,19,0.00
21378,0,22,0.00
21379,0,23,0.00
21386,0,46,0.00
21392,0,6,0.00
21393,0,7,0.00
21397,0,44,0.00
21398,0,49,0.00
21400,0,48,0.00
21401,0,58,0.00
21402,0,61,0.00
21403,0,71,0.00
21413,0,10,0.00
21414,0,1,0.00
21415,0,30,0.00
21416,0,4,0.00
21418,0,12,0.00
21420,0,13,0.00
21421,0,13,0.00
21425,0,16,0.00
21441,0,38,0.00
21442,0,36,0.00
21446,0,75,0.00
21448,0,62,0.00
21454,0,43,0.00
21457,0,16,0.00
21458,0,19,0.00
21460,0,9,0.00
21462,0,67,0.00
21465,0,63,0.00
21466,0,91,0.00
21468,0,50,0.00
21472,0,33,0.00
21473,0,18,0.00
21476,0,18,0.00
21486,0,4,0.00
21488,0,2,0.00
21497,0,230,0.00
21500,0,213,0.00
21504,0,96,0.00
21509,0,203,0.00
21518,0,17,0.00
21538,0,2,0.00
21544,0,113,0.00
21547,0,16,0.00
21555,0,12,0.00
21557,0,51,0.00
21562,0,25,0.00
21563,0,134,0.00
21576,0,46,0.00
21580,0,24,0.00
21587,0,26,0.00
21592,0,210,0.00
21609,0,73,0.00
21613,0,38,0.00
21614,0,7,0.00
21615,0,100,0.00
21616,0,104,0.00
21617,0,76,0.00
21618,0,51,0.00
21619,0,121,0.00
21620,0,124,0.00
21625,0,113,0.00
21627,0,24,0.00
21629,0,25,0.00
21631,0,16,0.00
21632,0,5,0.00
21634,0,23,0.00
21635,0,15,0.00
21636,0,71,0.00
21637,0,6,0.00
21638,0,31,0.00
21640,0,46,0.00
21641,0,23,0.00
21651,0,10,0.00
21654,0,47,0.00
21656,0,17,0.00
21657,0,15,0.00
21661,0,3,0.00
21662,0,16,0.00
21664,0,17,0.00
21666,0,33,0.00
21676,0,32,0.00
21678,0,16,0.00
21679,0,87,0.00
21680,0,53,0.00
21681,0,2,0.00
21683,0,48,0.00
21684,0,36,0.00
21688,0,39,0.00
21689,0,23,0.00
21690,0,7,0.00
21692,0,7,0.00
21693,0,43,0.00
21694,0,20,0.00
21695,0,35,0.00
21698,0,22,0.00
21706,0,68,0.00
21707,0,47,0.00
21709,0,31,0.00
21710,0,31,0.00
21711,0,23,0.00
21715,0,138,0.00
21717,0,38,0.00
21719,0,34,0.00
21720,0,8,0.00
21721,0,20,0.00
21723,0,38,0.00
21724,0,57,0.00
21725,0,32,0.00
21726,0,36,0.00
21738,0,18,0.00
21739,0,48,0.00
21741,0,28,0.00
21742,0,89,0.00
21744,0,80,0.00
21750,0,16,0.00
21757,0,3,0.00
21758,0,14,0.00
21761,0,10,0.00
21763,0,4,0.00
21769,0,2,0.00
21773,0,59,0.00
21785,0,4,0.00
21793,0,66,0.00
21803,0,49,0.00
21804,0,40,0.00
21807,0,25,0.00
21808,0,21,0.00
21809,0,85,0.00
21814,0,12,0.00
21815,0,18,0.00
21816,0,7,0.00
21817,0,54,0.00
21818,0,147,0.00
21819,0,118,0.00
21823,0,69,0.00
21826,0,18,0.00
21827,0,3,0.00
21828,0,68,0.00
21832,0,115,0.00
21836,0,2,0.00
21839,0,1,0.00
21841,0,20,0.00
21847,0,5,0.00
21849,0,22,0.00
21851,0,15,0.00
21865,0,68,0.00
21866,0,106,0.00
21867,0,75,0.00
21879,0,57,0.00
21881,0,45,0.00
21882,0,38,0.00
21884,0,44,0.00
21894,0,71,0.00
21895,0,1,0.00
21897,0,2,0.00
21898,0,7,0.00
21904,0,23,0.00
21905,0,110,0.00
21910,0,8,0.00
21912,0,268,0.00
21922,0,167,0.00
21943,0,10,0.00
21944,0,33,0.00
21945,0,29,0.00
21946,0,11,0.00
21947,0,82,0.00
21948,0,54,0.00
21949,0,59,0.00
21955,0,155,0.00
21967,0,173,0.00
21985,0,354,0.00
21986,0,155,0.00
21988,0,147,0.00
21989,0,205,0.00
21992,0,199,0.00
22021,0,64,0.00
22030,0,242,0.00
22032,0,31,0.00
22033,0,21,0.00
22035,0,87,0.00
22037,0,257,0.00
22038,0,19,0.00
22040,0,28,0.00
22043,0,43,0.00
22044,0,36,0.00
22051,0,39,0.00
22053,0,26,0.00
22069,0,37,0.00
22076,0,113,0.00
22078,0,143,0.00
22085,0,73,0.00
22089,0,180,0.00
22092,0,88,0.00
22100,0,38,0.00
22104,0,12,0.00
22108,0,28,0.00
22115,0,183,0.00
22117,0,72,0.00
22118,0,78,0.00
22123,0,72,0.00
22124,0,23,0.00
22125,0,1,0.00
22127,0,20,0.00
22129,0,36,0.00
22133,0,60,0.00
22134,0,55,0.00
22135,0,48,0.00
22137,0,11,0.00
22145,0,1,0.00
22146,0,1,0.00
22157,0,11,0.00
22164,0,12,0.00
22174,0,169,0.00
22185,0,126,0.00
22190,0,52,0.00
22210,0,142,0.00
22214,0,21,0.00
22216,0,20,0.00
22218,0,1,0.00
22222,0,149,0.00
22223,0,42,0.00
22247,0,56,0.00
22254,0,41,0.00
22255,0,44,0.00
22256,0,33,0.00
22257,0,16,0.00
22259,0,16,0.00
22264,0,40,0.00
22265,0,48,0.00
22266,0,78,0.00
22267,0,75,0.00
22269,0,87,0.00
22275,0,1,0.00
22277,0,63,0.00
22280,0,30,0.00
22281,0,43,0.00
22285,0,90,0.00
22286,0,79,0.00
22288,0,39,0.00
22289,0,19,0.00
22292,0,88,0.00
22293,0,82,0.00
22297,0,221,0.00
22304,0,47,0.00
22308,0,36,0.00
22309,0,64,0.00
22310,0,51,0.00
22315,0,119,0.00
22317,0,39,0.00
22323,0,1,0.00
22324,0,29,0.00
22334,0,91,0.00
22335,0,123,0.00
22337,0,26,0.00
22341,0,41,0.00
22344,0,46,0.00
22346,0,32,0.00
22351,0,1,0.00
22353,0,24,0.00
22375,0,96,0.00
22376,0,82,0.00
22390,0,30,0.00
22391,0,18,0.00
22395,0,15,0.00
22407,0,23,0.00
22408,0,22,0.00
22410,0,46,0.00
22415,0,13,0.00
22420,0,84,0.00
22422,0,73,0.00
22438,0,68,0.00
22445,0,93,0.00
22446,0,38,0.00
22447,0,16,0.00
22448,0,34,0.00
22451,0,38,0.00
22453,0,46,0.00
22454,0,37,0.00
22458,0,14,0.00
22459,0,15,0.00
