StockCode,total_sold,d_num
22265,514,48
22482,448,48
22511,245,48
22700,1194,48
23041,260,48
23555,422,48
72799E,394,48
79160,446,48
84509B,156,48
84968A,147,48
84968C,94,48
85169A,502,48
16048,1437,47
16219,2915,47
17021,2427,47
20766,113,47
21556,804,47
21654,946,47
21707,120,47
22260,410,47
22304,744,47
22545,1089,47
22707,1250,47
23253,214,47
23558,413,47
35004B,475,47
47310M,265,47
71038,239,47
79302M,355,47
82616B,308,47
16011,1773,46
17107D,171,46
20733,918,46
20772,218,46
21112,1245,46
21386,713,46
21422,1560,46
21576,177,46
21640,541,46
21802,1000,46
22181,577,46
22272,194,46
22279,480,46
22344,1049,46
22410,223,46
22453,334,46
22788,205,46
23025,317,46
23411,217,46
23453,323,46
23454,166,46
23566,786,46
84356,337,46
84509G,491,46
84912B,149,46
21373,507,45
21881,975,45
22073,300,45
22409,216,45
22461,231,45
22820,761,45
22862,143,45
23415,326,45
37327,1375,45
47563A,199,45
82613B,401,45
85159A,451,45
17012D,387,44
20802,648,44
21191,394,44
21311,478,44
21397,1016,44
21884,1017,44
22221,124,44
22248,383,44
22255,542,44
22305,684,44
23058,486,44
23104,116,44
23136,127,44
23435,679,44
23451,269,44
23462,77,44
23525,568,44
23695,727,44
35646,513,44
72122,292,44
17012C,363,43
20840,464,43
21454,318,43
21693,358,43
22043,1188,43
22281,109,43
22642,253,43
22702,1357,43
22824,55,43
23113,1138,43
23413,160,43
23460,108,43
23473,666,43
23527,416,43
23548,1075,43
84559B,216,43
84789,181,43
85035B,558,43
85130C,479,43
85214,103,43
17012F,365,42
20669,195,42
21219,323,42
21264,256,42
21365,348,42
21747,437,42
21812,218,42
22223,315,42
22270,211,42
22299,1316,42
22777,331,42
23135,1538,42
23487,78,42
23564,587,42
23598,421,42
47422,555,42
84559A,272,42
84673B,135,42
85036B,360,42
85114A,585,42
85177,775,42
85204,1876,42
15058B,115,41
16216,3316,41
20758,161,41
20966,589,41
21066,688,41
21067,203,41
21194,437,41
21220,239,41
21775,283,41
22254,594,41
22316,638,41
22341,405,41
22345,972,41
22510,210,41
22516,171,41
22640,186,41
22826,58,41
23057,677,41
23114,144,41
23409,208,41
23518,358,41
35095B,772,41
35923,1265,41
72598,459,41
84843,161,41
85144,222,41
20702,128,40
21065,487,40
21288,256,40
21291,920,40
21318,680,40
21374,294,40
21581,165,40
21804,178,40
21813,250,40
21821,223,40
22050,1225,40
22201,108,40
22264,1393,40
22611,219,40
22703,168,40
23150,139,40
23179,304,40
23216,518,40
23479,110,40
23516,292,40
35809A,389,40
72803A,530,40
84218,122,40
84674,187,40
84795B,167,40
84821,947,40
84927F,295,40
85039A,445,40
85172,1328,40
20704,211,39
21192,925,39
21200,1010,39
21246,175,39
21688,316,39
21972,292,39
22051,1000,39
22288,453,39
22317,172,39
22504,160,39
22543,1436,39
22559,387,39
22709,1325,39
23060,244,39
23117,85,39
23324,381,39
85202,300,39
16258A,445,38
21441,376,38
21613,221,38
21717,405,38
21723,371,38
21784,51,38
21882,600,38
22100,729,38
22165,267,38
22446,161,38
22451,202,38
22638,255,38
22655,60,38
22861,292,38
23115,147,38
23523,357,38
23691,1175,38
35004C,393,38
84912A,103,38
85141,123,38
85230B,1264,38
20866,409,37
20931,263,37
21352,311,37
22069,220,37
22322,390,37
22454,228,37
22786,108,37
23056,869,37
23134,1064,37
23562,245,37
35964,624,37
46000R,101,37
72586,626,37
79051A,791,37
82613C,361,37
84031B,94,37
84926E,990,37
85116,694,37
85136A,51,37
85180A,434,37
85186A,525,37
17012B,455,36
18098C,193,36
20768,131,36
20777,95,36
21263,165,36
21306,487,36
21442,389,36
21684,764,36
21726,231,36
22044,816,36
22129,992,36
22182,206,36
22246,278,36
22258,722,36
22308,145,36
22389,329,36
22647,721,36
23040,246,36
23055,561,36
23086,1194,36
23142,116,36
23180,104,36
23456,158,36
23482,415,36
72800B,140,36
84660A,837,36
84754,502,36
16012,1244,35
20615,231,35
21222,198,35
21251,165,35
21367,163,35
21695,283,35
22687,568,35
23074,225,35
23140,160,35
23272,352,35
23425,237,35
23539,237,35
40001,755,35
79190B,655,35
84508A,1630,35
84596E,392,35
20655,89,34
20716,314,34
21106,193,34
21161,131,34
21719,301,34
22060,233,34
22448,187,34
22719,463,34
22802,66,34
23046,347,34
23327,1710,34
23455,206,34
23528,462,34
35095A,811,34
37482P,489,34
79190A,340,34
84569D,269,34
85040B,135,34
85129D,166,34
85135B,47,34
85188A,302,34
16054,1166,33
20652,150,33
20681,125,33
20838,330,33
21187,330,33
21188,294,33
21285,350,33
21472,119,33
21520,457,33
21666,384,33
21944,232,33
22194,53,33
22256,262,33
22444,763,33
22936,258,33
23070,147,33
23218,372,33
35651,330,33
72128,189,33
79163,1517,33
84341B,618,33
84951A,363,33
84993A,305,33
85186C,413,33
17084N,1025,32
20622,163,32
20684,78,32
21371,275,32
21417,289,32
21455,271,32
21579,154,32
21644,215,32
21676,211,32
21708,139,32
21725,274,32
22031,363,32
22048,975,32
22346,885,32
22512,118,32
22783,462,32
22903,153,32
35954,1124,32
47503H,96,32
84510C,98,32
16259,3380,31
20707,155,31
20803,917,31
20868,381,31
21351,101,31
21638,235,31
21643,490,31
21648,654,31
21709,87,31
21710,84,31
21743,275,31
22032,361,31
22049,1025,31
23069,89,31
23422,196,31
23533,210,31
23565,348,31
23660,293,31
35924,724,31
71270,207,31
72816,827,31
84625A,455,31
84820,261,31
84849A,155,31
84926A,597,31
84926D,705,31
84951B,334,31
84968D,62,31
85124C,84,31
15058C,193,30
20735,158,30
20748,53,30
20757,164,30
21368,161,30
21415,206,30
21973,159,30
22204,96,30
22280,177,30
22390,261,30
22643,185,30
23185,323,30
23325,444,30
23458,51,30
23472,55,30
23520,166,30
23529,629,30
35241,89,30
47594B,91,30
72800C,126,30
72819,208,30
79030D,462,30
84508B,57,30
84826,1162,30
84859A,123,30
84968F,78,30
85094,502,30
10120,193,29
20659,95,29
21189,165,29
21696,226,29
21945,225,29
22324,228,29
23457,105,29
23557,347,29
23576,185,29
35967,381,29
37475,57,29
37501,102,29
72127,168,29
72800D,86,29
84660B,697,29
84976,502,29
85124B,82,29
85170C,252,29
20618,68,28
20705,143,28
20770,108,28
20998,119,28
21741,131,28
22040,725,28
22108,101,28
22806,243,28
22954,165,28
23019,81,28
23420,160,28
23568,580,28
23597,248,28
35965,181,28
47518F,827,28
84199,129,28
84625C,439,28
84974,40,28
85019A,409,28
85025C,308,28
17084R,4032,27
20771,71,27
20856,140,27
21054,68,27
21261,167,27
22162,106,27
22242,631,27
22688,700,27
23027,287,27
23474,297,27
23481,217,27
23538,327,27
47578A,198,27
47585A,102,27
71279,156,27
84596J,469,27
84660C,639,27
20617,66,26
20769,66,26
20936,92,26
21143,296,26
21292,865,26
21317,96,26
21359,127,26
21587,197,26
22053,4236,26
22337,635,26
22538,387,26
22827,35,26
23421,154,26
23428,70,26
23471,65,26
23475,280,26
23492,74,26
23532,205,26
23697,438,26
46000U,107,26
47570B,180,26
47594A,52,26
79191B,154,26
84569A,191,26
84920,73,26
85200,183,26
16169M,660,25
17091A,172,25
20616,134,25
20763,71,25
20867,187,25
21167,1260,25
21284,385,25
21372,67,25
21427,77,25
21562,319,25
21629,53,25
21807,415,25
22042,372,25
22618,66,25
22803,46,25
22825,70,25
23021,118,25
23042,99,25
23047,58,25
23484,174,25
35911A,205,25
79190D,227,25
84192,115,25
84507C,63,25
84531A,140,25
84531B,150,25
84663A,260,25
84673A,63,25
84707A,66,25
84823,112,25
84931B,134,25
85016,522,25
85019B,498,25
85107,243,25
85131A,469,25
85136C,35,25
85169B,201,25
85230G,1032,25
85232A,74,25
16015,662,24
17012A,270,24
20831,169,24
21051,108,24
21089,231,24
21195,417,24
21221,201,24
21580,90,24
21627,38,24
21647,117,24
21846,72,24
22101,837,24
22353,61,24
22641,112,24
22761,34,24
23044,103,24
23124,503,24
23495,192,24
23579,151,24
23694,348,24
35001G,157,24
35598D,660,24
35637A,166,24
47471,264,24
72130,215,24
81952V,367,24
84051,280,24
84313C,461,24
84924A,72,24
85205B,116,24
85208,161,24
85213,821,24
85230E,1101,24
90200B,67,24
90200D,99,24
20654,105,23
20773,56,23
21038,77,23
21379,147,23
21503,726,23
21634,948,23
21641,1102,23
21689,92,23
21711,86,23
21904,51,23
21942,161,23
22052,571,23
22124,79,23
22407,94,23
23023,272,23
23045,116,23
23661,204,23
35599B,209,23
84247E,83,23
84247G,336,23
84509C,78,23
84568,12480,23
84926F,423,23
85064,205,23
85170B,179,23
16161G,700,22
20619,142,22
20657,61,22
20756,63,22
20774,52,22
20932,189,22
21026,143,22
21378,129,22
21424,227,22
21630,54,22
21698,266,22
21801,457,22
21849,52,22
22408,137,22
22856,564,22
23039,192,22
23064,220,22
23072,326,22
23139,407,22
23496,88,22
23521,388,22
23575,164,22
35598B,554,22
35819B,268,22
71101E,348,22
84352,33,22
84659A,134,22
84800L,360,22
84813,145,22
84931A,84,22
84968E,87,22
85169D,232,22
90057,1008,22
10080,291,21
20760,69,21
21028,116,21
21030,121,21
21147,89,21
21364,25,21
21445,214,21
21808,100,21
21850,61,21
22033,336,21
22214,114,21
22541,466,21
23017,64,21
23022,416,21
23417,140,21
23466,49,21
23522,341,21
23537,98,21
23580,111,21
35810B,147,21
71406C,138,21
72799F,128,21
84457,120,21
84563B,73,21
84859C,83,21
85025B,305,21
85169C,336,21
85180B,196,21
16168M,329,20
20759,64,20
20775,64,20
20781,32,20
20830,75,20
20934,54,20
21129,45,20
21202,449,20
21277,23,20
21324,69,20
21694,303,20
21721,175,20
21841,73,20
21911,105,20
22127,402,20
22216,327,20
22656,26,20
22882,83,20
23018,50,20
23137,80,20
23429,44,20
23544,164,20
23560,164,20
35004G,126,20
37479P,130,20
72780,137,20
77101A,386,20
82011C,51,20
84508C,52,20
84535A,398,20
84600,48,20
84687,70,20
84876B,203,20
84913B,70,20
85088,188,20
85093,451,20
17038,1501,19
17129F,427,19
20893,259,19
21289,443,19
21377,93,19
21456,161,19
21458,158,19
22038,475,19
22289,126,19
22869,69,19
23016,69,19
23043,75,19
23149,97,19
23151,60,19
23459,33,19
23519,219,19
35599D,186,19
44234,645,19
47481,222,19
51008,511,19
79164,1672,19
82011B,41,19
84086C,140,19
84228,284,19
84806B,296,19
85127,80,19
16156L,475,18
21269,28,18
21286,255,18
21293,101,18
21459,75,18
21473,22,18
21476,31,18
21686,33,18
21738,45,18
21815,132,18
21826,93,18
22102,1533,18
22263,256,18
22391,146,18
23037,193,18
23141,68,18
23410,36,18
23416,123,18
23476,198,18
23567,187,18
35912B,249,18
35914,136,18
35968,145,18
46118,193,18
51020A,325,18
72131,137,18
72799C,80,18
79067,143,18
84231,105,18
84247N,22,18
84584,83,18
84725,41,18
84744,108,18
84898F,45,18
84916,212,18
84985A,42,18
85027L,70,18
85125,129,18
85163A,45,18
85197,33,18
85230A,840,18
90200E,76,18
17136A,404,17
18007,5856,17
20780,37,17
20782,40,17
20836,170,17
20854,166,17
20869,139,17
20941,61,17
21027,101,17
21131,93,17
21250,92,17
21426,213,17
21518,265,17
21656,117,17
21664,97,17
22183,74,17
22202,39,17
23071,317,17
23116,72,17
23430,35,17
35653,47,17
35818P,264,17
37479B,127,17
78124,191,17
84360,74,17
84592,70,17
84609,90,17
84665,105,17
84796B,69,17
84989A,28,17
84993B,57,17
85179A,119,17
85211,142,17
20819,48,16
21000,46,16
21025,100,16
21128,47,16
21132,35,16
21253,66,16
21265,128,16
21425,67,16
21457,115,16
21547,72,16
21628,44,16
21631,155,16
21662,74,16
21678,104,16
21750,78,16
22166,122,16
22257,283,16
22259,384,16
22394,160,16
22447,75,16
22503,64,16
22884,75,16
23125,405,16
35933,222,16
35972,96,16
37489D,40,16
72225C,600,16
84452,74,16
84658,46,16
85020,78,16
85129B,101,16
90160C,41,16
90200A,41,16
DOT,16,16
18094C,134,15
20794,85,15
20837,141,15
21032,65,15
21333,55,15
21635,270,15
21657,28,15
21722,65,15
21851,26,15
22103,1165,15
22395,134,15
22459,375,15
22870,67,15
23015,37,15
23036,183,15
23465,28,15
47021G,518,15
47348A,97,15
51020B,197,15
79144B,108,15
84251G,180,15
84875B,125,15
84882,34,15
85160B,105,15
90030B,112,15
90058B,612,15
90119,60,15
90161C,45,15
20847,46,14
21117,115,14
21157,49,14
21360,37,14
21633,87,14
21758,32,14
22458,513,14
22875,51,14
23574,14,14
35915B,91,14
37444A,49,14
37489A,33,14
47343A,159,14
72801C,138,14
79063C,235,14
82613A,67,14
84251B,157,14
84429A,47,14
84461,41,14
84507B,31,14
84563A,59,14
84708B,53,14
84741C,60,14
84766,146,14
84827,511,14
84917,170,14
84925F,80,14
84927A,46,14
85104,196,14
85163B,44,14
90214A,63,14
16046,67,13
17084P,349,13
17096,2516,13
21197,243,13
21270,14,13
21307,79,13
21369,98,13
21376,33,13
21420,48,13
21421,298,13
22415,19,13
22823,24,13
22872,55,13
22873,47,13
22877,56,13
22881,79,13
22886,74,13
22929,19,13
23561,167,13
44235,539,13
46775D,24,13
47420,202,13
62086A,86,13
71403,54,13
72133,39,13
75131,488,13
84249A,160,13
84313B,76,13
84597C,46,13
84637,29,13
84707B,29,13
84952B,145,13
85049B,54,13
85131B,142,13
85145,38,13
90099,20,13
15030,143,12
17090D,29,12
21001,25,12
21279,65,12
21280,65,12
21319,147,12
21418,59,12
21555,55,12
21814,75,12
22104,151,12
22106,286,12
22164,71,12
22885,79,12
23143,25,12
37468,64,12
37489B,31,12
46138B,43,12
47593A,33,12
72132,28,12
72801D,58,12
75011,172,12
84358,32,12
84638,19,12
84661B,95,12
84750B,61,12
84876D,125,12
85023B,104,12
85024B,193,12
85039C,222,12
85129C,77,12
85131D,115,12
85230F,338,12
90094,13,12
90147,21,12
90161B,45,12
90201C,52,12
90209C,231,12
90214K,47,12
17013D,532,11
20699,29,11
20845,19,11
20980,27,11
21320,186,11
21946,72,11
22137,68,11
22157,212,11
22874,54,11
22876,52,11
22878,52,11
22880,72,11
22883,78,11
22887,66,11
23468,19,11
23578,56,11
35265,16,11
35833P,37,11
35920,67,11
35921,54,11
37333,14,11
37467,128,11
40003,147,11
47341B,45,11
47367B,57,11
47469,359,11
72801G,55,11
79071B,20,11
79403,89,11
84569B,76,11
84661A,94,11
84709B,20,11
84712B,19,11
84800M,127,11
84806A,137,11
84847,21,11
84865,26,11
84877D,88,11
84915,199,11
84927D,45,11
84927E,57,11
85096,20,11
85131C,73,11
90086,85,11
90114,66,11
90145,21,11
90160A,31,11
90184B,21,11
90198B,30,11
90201A,47,11
90209B,105,11
BANK CHARGES,12,11
17090A,109,10
20694,36,10
20696,32,10
20903,20,10
21031,40,10
21087,126,10
21357,19,10
21366,24,10
21375,24,10
21413,36,10
21651,131,10
21761,10,10
21943,57,10
22105,506,10
22486,52,10
22868,54,10
22871,52,10
23024,254,10
23478,278,10
23540,146,10
35922,28,10
47591B,38,10
79063D,189,10
79337,644,10
82011A,16,10
84466,46,10
84629,20,10
84678,138,10
84706F,16,10
84796A,14,10
84816,13,10
84846A,53,10
84859B,31,10
84870B,20,10
84870C,20,10
84906,28,10
84913A,37,10
84925D,15,10
85017C,50,10
85019C,181,10
85045,41,10
85055,37,10
85095,66,10
85130A,77,10
90014A,16,10
90082A,21,10
90082B,27,10
90162B,27,10
90198A,34,10
90201B,64,10
16254,31,9
17164B,29,9
20697,19,9
20894,25,9
20933,23,9
21095,95,9
21196,89,9
21275,10,9
21316,149,9
21460,26,9
23304,71,9
23305,82,9
35913B,35,9
37476,17,9
47351B,86,9
75178,455,9
79026B,25,9
81952B,200,9
84226,49,9
84247K,23,9
84510E,25,9
84576,57,9
84595E,64,9
84631,17,9
84685,21,9
84799,220,9
84800S,113,9
84842,14,9
84877B,126,9
84919,29,9
84952C,140,9
85006,55,9
85024C,12,9
85026B,75,9
85106,530,9
85161,12,9
85232B,268,9
90018A,17,9
90019A,18,9
90098,28,9
90160D,32,9
90161D,31,9
90201D,46,9
90214C,52,9
16169K,200,8
17084J,225,8
20731,74,8
20778,15,8
20795,44,8
20796,61,8
20826,276,8
20848,21,8
20857,32,8
20897,85,8
21040,22,8
21100,43,8
21145,122,8
21332,14,8
21370,15,8
21720,57,8
21910,36,8
22879,62,8
22888,63,8
23477,85,8
35915C,49,8
37343,62,8
37489C,23,8
46776F,19,8
47586A,21,8
62096A,106,8
71510,52,8
72134,98,8
72140E,31,8
75172,93,8
79149B,18,8
81950B,117,8
84247L,108,8
84422,551,8
84509E,70,8
84686,49,8
84688,34,8
84711B,15,8
84748,28,8
84751B,19,8
84760S,43,8
84804A,70,8
84857C,95,8
84875D,51,8
85028S,24,8
85086A,45,8
85146,43,8
85185D,15,8
85188B,75,8
85215,163,8
85216,55,8
90014B,10,8
90016B,9,8
90030C,74,8
90081A,15,8
90087,90,8
90123A,14,8
90160B,21,8
90166,14,8
90175A,9,8
90185D,32,8
90192,23,8
90204,17,8
90214E,41,8
16162M,26,7
16248B,13,7
17014A,154,7
17084A,200,7
17165D,27,7
20698,16,7
20823,164,7
20835,66,7
20851,9,7
20878,25,7
21190,168,7
21278,43,7
21331,11,7
21349,12,7
21393,29,7
21614,48,7
21690,24,7
21692,17,7
21816,34,7
21898,445,7
22039,250,7
22828,10,7
22889,147,7
23442,42,7
23463,12,7
35607B,96,7
35637C,28,7
35819P,95,7
35957,558,7
37444C,21,7
46776B,15,7
47013C,43,7
72709,44,7
78033,37,7
79191D,25,7
84033,23,7
84086B,16,7
84465,10,7
84497,13,7
84683,187,7
84711A,14,7
84874B,34,7
85008,12,7
85018D,12,7
85031A,16,7
85087,40,7
85167B,48,7
85168B,17,7
85179C,69,7
90003D,18,7
90010E,10,7
90030A,72,7
90058A,324,7
90063A,11,7
90120C,31,7
90143,19,7
90162C,14,7
90164B,28,7
90184C,11,7
90191,22,7
90195A,16,7
90199C,17,7
90206C,13,7
90214D,39,7
90214G,34,7
16052,467,6
16162L,17,6
17011F,80,6
20653,33,6
20670,8,6
20902,33,6
21003,13,6
21281,35,6
21392,32,6
21637,109,6
22830,131,6
23038,41,6
23303,65,6
23464,16,6
35649,16,6
40046A,50,6
44089C,24,6
44092C,20,6
44236,52,6
46126A,48,6
46776A,14,6
46776C,11,6
47344B,44,6
47369A,8,6
71050,33,6
72811,49,6
75013B,25,6
78034B,8,6
79144C,64,6
79406,140,6
81950V,21,6
84388,24,6
84462,12,6
84522,12,6
84527,47,6
84616,11,6
84723,41,6
84804B,99,6
84910A,10,6
84952A,38,6
84984A,19,6
85030,15,6
85084,17,6
85103,91,6
85118,142,6
85135A,15,6
85198,86,6
90000A,11,6
90002D,10,6
90032,19,6
90062,20,6
90064B,11,6
90081C,11,6
90093,47,6
90108,64,6
90125A,109,6
90129B,21,6
90129C,17,6
90158,14,6
90161A,9,6
90164A,19,6
90170,46,6
90175C,9,6
90177D,17,6
90178A,6,6
90186B,12,6
90194,12,6
90200C,20,6
90205A,16,6
90210B,40,6
90214H,22,6
90214P,28,6
90214S,40,6
10124A,16,5
16049,504,5
16207A,13,5
17109D,61,5
20661,9,5
20662,11,5
20785,14,5
20798,36,5
20821,16,5
20997,15,5
21002,13,5
21344,14,5
21348,139,5
21632,60,5
21736,80,5
21847,9,5
23440,164,5
23467,23,5
35001W,92,5
35400,10,5
35443,7,5
35638A,38,5
35815P,162,5
35916C,54,5
44092B,14,5
46000P,17,5
46776E,14,5
47341A,27,5
62043B,17,5
71495B,160,5
71496A,114,5
72051S,46,5
84534B,46,5
84597B,41,5
84598,1248,5
84632,6,5
84661C,62,5
84745A,32,5
84745B,32,5
84801A,46,5
84809A,38,5
84858C,185,5
84881,11,5
84921,11,5
84922,8,5
84984B,17,5
85067,7,5
85089,14,5
90003C,12,5
90010A,7,5
90018B,8,5
90031,48,5
90036E,7,5
90063B,8,5
90120B,20,5
90122C,17,5
90123C,13,5
90125D,74,5
90129F,16,5
90148,8,5
90154,57,5
90162D,10,5
90180A,13,5
90183A,20,5
90185A,22,5
90185C,21,5
90196A,8,5
90210C,94,5
90210D,104,5
90214J,23,5
90214L,51,5
90214M,27,5
90214N,18,5
10124G,17,4
16033,840,4
18097A,5,4
20666,4,4
20695,5,4
20700,10,4
20793,8,4
20898,25,4
20935,6,4
21018,22,4
21226,9,4
21416,5,4
21461,9,4
21486,8,4
21763,6,4
21785,411,4
22184,8,4
22833,75,4
22987,100,4
23447,158,4
35591T,5,4
35638B,56,4
35910A,20,4
35911B,17,4
37462E,27,4
40005B,12,4
44089A,15,4
47013A,14,4
62074B,16,4
71496B,13,4
72812,18,4
72821,11,4
79062D,52,4
82095,7,4
84575A,14,4
84666,24,4
84691,242,4
84984D,13,4
85028L,10,4
85206B,14,4
90000D,6,4
90013C,11,4
90016A,14,4
90022,8,4
90023,8,4
90036A,6,4
90036D,11,4
90073,13,4
90082D,8,4
90083,19,4
90101,15,4
90123B,8,4
90124A,6,4
90124C,7,4
90151,8,4
90155,6,4
90174,16,4
90176D,7,4
90184A,8,4
90190C,5,4
90196B,4,4
90208,10,4
90209A,84,4
90214R,15,4
10123C,5,3
16010,30,3
16151A,49,3
16202E,15,3
16207B,4,3
17012E,59,3
17174,9,3
20663,3,3
20664,6,3
20701,6,3
20910,8,3
21336,8,3
21661,3,3
21757,6,3
21777,7,3
21827,6,3
22765,25,3
22769,6,3
23441,22,3
23446,157,3
23448,25,3
23702,4,3
35645,4,3
35809B,8,3
35818B,31,3
35909A,8,3
35910B,13,3
35916A,20,3
35958,12,3
37423,78,3
37444B,4,3
37488A,28,3
44091A,9,3
44242B,52,3
46776D,12,3
47369B,3,3
47589,13,3
62094B,13,3
62097B,9,3
72024U,72,3
72369A,28,3
72798C,7,3
79157V,5,3
79331,26,3
79336,36,3
81953B,11,3
81953P,28,3
82605,14,3
84206A,24,3
84402B,61,3
84548,15,3
84549,31,3
84613A,6,3
84617,3,3
84706D,6,3
84715,16,3
84798A,14,3
84801B,22,3
84803B,15,3
84805A,30,3
84805B,38,3
84840,3,3
84872A,3,3
84907,5,3
84924F,10,3
85189,9,3
85195,11,3
85225,6,3
90001D,5,3
90003B,6,3
90010B,7,3
90013A,16,3
90014C,4,3
90018C,6,3
90019C,4,3
90026D,3,3
90040C,7,3
90049,5,3
90051,6,3
90059B,9,3
90059C,8,3
90059E,10,3
90059F,9,3
90060D,3,3
90064A,7,3
90065A,8,3
90067A,10,3
90070,8,3
90072,10,3
90096,8,3
90116,16,3
90122A,8,3
90124B,4,3
90125B,19,3
90125C,73,3
90129A,7,3
90130B,9,3
90133,9,3
90142D,9,3
90144,7,3
90146,13,3
90149,52,3
90152A,3,3
90173,16,3
90177C,13,3
90180B,3,3
90185B,13,3
90186A,5,3
90195B,3,3
90199A,8,3
90205C,6,3
90206A,6,3
90210A,26,3
90211A,5,3
90214I,25,3
90214V,14,3
90214Y,61,3
PADS,3,3
16020C,6,2
16043,98,2
16169P,50,2
16202A,7,2
16202B,29,2
16206B,7,2
16244B,7,2
17007B,24,2
17191A,4,2
20671,10,2
20816,8,2
20818,12,2
20820,5,2
20827,88,2
20861,2,2
20901,4,2
20906,3,2
21011,18,2
21228,5,2
21488,3,2
21538,5,2
21655,36,2
21681,2,2
21769,11,2
21836,3,2
21897,402,2
22764,3,2
23692,50,2
35271S,19,2
35597D,46,2
35598A,9,2
35598C,2,2
35647,13,2
35816P,78,2
35817P,18,2
35909B,8,2
35966,27,2
37464,3,2
37487B,68,2
37509,2,2
44228,36,2
45013,3,2
46115B,12,2
47556B,2600,2
47574B,4,2
71215,11,2
71495A,96,2
72783,16,2
79151B,11,2
79157B,4,2
79161A,2,2
79192A,3,2
79329,12,2
84201B,13,2
84206C,8,2
84251C,24,2
84306,2,2
84415A,12,2
84415B,6,2
84499,7,2
84562A,2,2
84675,9,2
84679,6,2
84689,3,2
84731,2,2
84732B,22,2
84732D,11,2
84798B,7,2
84824,2,2
84873A,2,2
84905,12,2
84968B,2,2
84975,5,2
84990,2,2
85017A,6,2
85047,3,2
85092,27,2
85136B,2,2
90000B,3,2
90001B,4,2
90001C,2,2
90003E,8,2
90011B,7,2
90012A,8,2
90012B,12,2
90019B,2,2
90024B,4,2
90025A,2,2
90026B,2,2
90026C,3,2
90029,3,2
90035A,4,2
90036B,4,2
90036C,6,2
90039D,14,2
90040A,6,2
90040B,4,2
90042A,3,2
90043,4,2
90050,6,2
90079,5,2
90085,24,2
90089,25,2
90103,8,2
90120D,2,2
90123D,3,2
90129D,8,2
90136,3,2
90141A,4,2
90141B,6,2
90141C,4,2
90156,3,2
90157,7,2
90159,3,2
90163A,4,2
90175D,3,2
90176E,3,2
90177B,7,2
90179A,3,2
90188,3,2
90189A,2,2
90199D,2,2
90202B,7,2
90202C,7,2
90202D,12,2
90211B,4,2
90212C,6,2
90214B,13,2
90214F,13,2
16161M,25,1
16169N,25,1
17001,72,1
17028J,6,1
20667,1,1
20678,4,1
20703,1,1
20892,1,1
20964,2,1
21268,2,1
21310,1,1
21414,1,1
21667,2,1
21839,1,1
21895,1,1
22034,3,1
22125,4,1
22145,30,1
22146,1,1
22218,1,1
22275,69,1
22323,1,1
22351,12,1
23449,12,1
23630,1,1
23664,1,1
23843,80995,1
35004P,1,1
35597A,1,1
35597B,1,1
35607A,24,1
35610A,8,1
35610B,24,1
35610C,24,1
35650,1,1
35916B,6,1
37330,6,1
37351,4,1
37379A,6,1
37461,1,1
37471,12,1
37491B,4,1
37491C,8,1
37491D,2,1
44242A,12,1
44265,2,1
47016,2,1
47503J,1,1
47579,1,1
62096B,2,1
71143,10,1
72815,2,1
77079,1,1
79323B,8,1
79323P,4,1
82615,36,1
84016,25,1
84201C,5,1
84206B,5,1
84227,1,1
84387A,11,1
84539,16,1
84550,1,1
84551,1,1
84569C,1,1
84593,5,1
84613C,1,1
84614A,2,1
84620,2,1
84705C,12,1
84743C,1,1
84746,3,1
84750A,24,1
84773,3,1
84795C,2,1
84802A,2,1
84802B,4,1
84809B,18,1
84854,5,1
84857B,24,1
84877A,12,1
84963A,4,1
84963B,3,1
85031B,1,1
85031C,3,1
85109,12,1
85170A,1,1
85224,3,1
90001A,2,1
90011A,1,1
90021,1,1
90024C,2,1
90024D,1,1
90024F,2,1
90025F,1,1
90026A,2,1
90027A,4,1
90027D,4,1
90028,2,1
90033,2,1
90035C,2,1
90036F,4,1
90037B,6,1
90038A,6,1
90038B,6,1
90038C,6,1
90039A,6,1
90039B,6,1
90039C,1,1
90041,2,1
90046,3,1
90048,3,1
90054,1,1
90055,1,1
90059A,6,1
90059D,6,1
90060B,1,1
90065B,1,1
90069,2,1
90071,1,1
90074,2,1
90076,6,1
90078,2,1
90084,1,1
90100,1,1
90102,10,1
90104,1,1
90118,6,1
90122B,1,1
90125E,1,1
90128B,1,1
90129E,6,1
90130A,1,1
90131,4,1
90135,6,1
90138,4,1
90141D,3,1
90141E,3,1
90152B,1,1
90152C,1,1
90162A,6,1
90163B,2,1
90165B,1,1
90167,10,1
90168,6,1
90169,6,1
90176A,2,1
90176B,2,1
90176C,2,1
90177A,6,1
90177E,6,1
90178B,1,1
90179C,1,1
90181A,1,1
90182C,6,1
90183C,1,1
90187B,4,1
90190A,6,1
90190B,6,1
90197B,3,1
90199B,2,1
90202A,6,1
90212B,3,1
90214O,12,1
90214T,12,1
90214U,12,1
90214W,12,1
90214Z,12,1
