c3,pv,buy_cnt
3641399,649,13
1207502,1667,85
119365,2434,229
4718907,12182,1007
344221,13285,690
22257,6120,358
2905937,5059,91
916973,5653,294
668960,7353,147
5024228,5964,562
5002819,19081,199
393045,14082,387
4223213,4463,257
2129666,52588,392
4085342,4644,217
2678170,4567,346
3135863,5207,89
4897452,269,28
210158,1068,28
3030258,2975,215
4966058,13136,244
1759909,5663,273
4418144,23582,206
2306491,754,125
4718134,20484,257
1073768,23598,335
1416713,12109,929
5028478,7743,512
3608477,6546,636
5043656,2567,148
1384330,3243,109
3920188,1667,45
5053648,6855,57
2500714,1814,21
5142197,3642,243
3759918,2896,438
2562909,7044,370
1207887,97893,320
1609467,24265,1342
2316980,4431,251
2657754,263,12
2863168,14053,817
1539964,3681,244
1781126,32,1056
4789674,19650,1088
2310649,4129,321
3814016,5414,305
3100759,29862,431
1953179,14414,281
4069129,4805,513
4602388,2126,172
2883724,7068,804
1587961,9725,665
3038961,3354,2
3681810,38776,508
4223012,8248,572
3392099,14165,428
1793060,7487,30
4449178,24847,452
80482,3160,162
412619,11247,244
1733868,19085,426
4688770,20657,154
2603528,6677,99
155091,1597,26
1540741,1434,70
3639576,2340,148
1903669,535,13
3571884,5337,207
3214361,19881,739
2072473,77531,2763
5041153,8073,615
560936,2751,247
3141941,7034,352
1350790,843,34
2314022,15931,682
2028981,2495,157
3538807,3818,236
1532088,1717,238
2595793,8920,438
2171,1741,118
3362038,6842,146
4519460,7886,811
916918,686,40
1918853,635,54
2662466,2870,292
2145555,7395,388
2451344,800,30
211810,19746,248
4121590,11221,392
1549753,322,3
4450414,7305,93
1109050,2637,19
4154799,867,5
157878,3828,297
2506339,4722,126
1254330,2216,135
377977,5162,60
3726582,1274,16
1628899,2704,146
2852310,5214,275
1278525,22693,337
36289,4782,468
2651305,13508,1021
3736936,12610,183
892482,253,1
5063620,40331,1383
2390349,3909,41
573847,4461,192
2913415,1454,11
913428,126,13
577329,5183,289
1298828,2966,158
3453741,5718,285
2070852,7798,136
906800,2039,176
4953972,657,32
5042232,2128,48
420556,3714,314
416088,3818,262
2452793,13692,235
4725649,5012,38
3490970,21641,425
1117098,3788,93
67918,6465,461
4989816,1287,13
3809976,1535,41
4121939,732,10
1652543,5100,131
2050292,31344,227
3791831,9864,389
2862512,11397,739
2101190,11791,61
3253440,4122,204
3523150,1898,54
4004564,15020,67
3531700,8456,26
4251131,6787,293
1500468,755,25
5144469,21855,762
1755681,5598,327
4979740,5661,300
1104592,16368,930
122108,3562,133
3998581,690,15
284601,880,44
2860496,5406,18
4263418,9105,139
222147,5038,209
3141832,8495,508
4526708,1484,46
3033798,5507,215
1947820,763,51
128357,7473,666
16766,1541,59
4591425,1381,196
4315564,3852,11
5088091,1491,8
120493,352,10
2896348,1164,10
378698,9423,101
4183103,8973,244
1132429,16038,233
804084,5516,2018
2161099,3433,125
3944254,1227,49
708574,4325,41
3422867,134,3
2860698,2693,64
721242,4925,150
84994,1477,43
5101104,2733,26
598788,764,48
802833,4234,102
3091786,1864,36
4083839,79,6
1948588,986,22
2256028,19898,448
244681,2613,242
2515942,12527,799
5147460,11686,586
2366905,25231,1075
2644878,21174,585
2818202,2539,192
4139726,2745,57
3628508,1207,261
1805756,6482,191
4515486,6593,51
1483715,8771,312
5138205,1312,14
1651393,1139,2
2247880,13716,94
992333,457,8
1069119,913,32
108181,454,24
1121141,684,6
4725921,1696,8
3251598,1412,7
863775,7072,177
3757194,1542,15
1723409,8613,506
1604691,5514,12
4598394,1496,9
1119638,1277,51
2052526,11347,171
1846937,8725,320
4419230,5092,148
869764,6546,187
2609569,6217,225
4710097,2116,166
3817036,4855,217
1609851,6909,602
1213320,10235,534
1742197,1630,166
970709,19922,2404
4052307,23831,361
2800021,20711,294
872572,2065,15
4700878,16090,464
824180,2199,20
5060757,834,11
1207256,3392,298
3758226,6283,575
3663224,2532,75
1194737,10559,707
991102,941,51
2136933,1973,154
4596584,2360,21
704515,1857,29
3194735,57243,538
2631608,6693,347
4235673,7005,353
1167492,4823,22
14900,3744,178
4211850,4095,62
2168009,2236,215
1950665,3655,128
457507,973,31
4003932,14679,1013
3124121,797,17
4713427,8606,257
2959407,4800,720
2096668,328,2
2924150,25703,457
3188631,7011,593
902556,16605,116
4312352,3946,36
283996,14516,275
3232886,3596,162
2835439,2837,3
2695311,770,0
3542225,1170,0
1367866,2708,13
2615320,14264,363
3336019,2600,251
212449,5948,224
2512930,2400,111
1408807,3790,326
2573442,1307,86
1639158,6282,324
3952744,7840,710
4842079,3413,130
579105,2849,142
2526478,427,15
1724559,32108,668
1127791,1455,47
1264586,941,5
3842534,134,5
4023718,110,4
3470850,13375,105
1451783,3275,88
2191219,20914,1146
1763474,2402,9
2652700,9395,29
393663,5190,14
1340517,1422,50
3654707,1702,61
2244284,142,5
4736875,763,22
3066289,3742,26
1109293,2923,101
3326628,8038,27
1545822,14476,105
2259994,7198,375
3916967,4242,465
1297315,6128,413
4868797,14094,700
3191556,6203,116
3980900,14910,811
3995818,11965,347
2599558,963,77
4389342,4599,179
2169876,6527,489
4370528,11434,462
165035,7701,556
399287,17766,98
5013760,11590,344
1320782,5536,454
362515,944,98
853952,13,2
1372635,522,34
403903,154,3
5048805,3835,93
3194089,1630,120
1305897,6705,157
3355288,208,5
1366688,3704,555
22892,6101,86
24104,5419,49
1367932,12543,322
773961,4074,171
1356029,3432,180
5057769,4270,169
2622529,356,2
332127,5882,79
1476096,210,5
3232866,194,10
4329518,3124,217
2242620,3891,77
1497533,5726,74
2551049,6769,246
1673021,8936,143
4089476,3469,156
1988672,2516,113
625430,9249,207
3573424,1442,24
2453521,163,4
3864227,1721,34
1633002,3813,114
1487638,5248,21
1406509,1674,32
5034390,6451,140
454555,3399,26
2834771,4447,216
3876855,6328,37
3795317,17421,18
1477455,4785,32
558667,4957,20
4393800,1327,42
1015419,5626,233
1738105,1818,28
399980,1860,80
4772448,2964,137
3170314,1092,69
4770284,45,5
3879308,49058,2026
4015257,6522,556
259455,709,34
1014423,6794,208
4803457,490,16
3166478,75,1
1037069,1474,25
4365013,4947,306
2183707,457,34
2652344,1885,18
2983928,5384,471
946991,1117,23
1778777,3913,60
751494,12601,218
2706436,8477,162
3777112,5420,123
4754898,4675,38
2426100,1853,14
1436758,2372,44
1462446,14714,761
2165636,3876,365
841380,3718,130
1540947,3526,264
1980111,7525,207
1873646,675,41
1842993,19541,989
285048,2009,82
3637084,26991,1637
3547172,7006,303
2301954,16422,481
4226833,3228,95
2792484,10020,349
2917711,986,38
2370324,18563,1114
3882728,1478,25
2328673,13603,503
906010,2364,47
3747586,6711,193
4059369,265,18
2440364,23281,506
2547722,2166,85
5132867,413,0
243423,30818,864
4864403,911,48
1031083,2358,117
15890,1519,30
1404020,894,2155
2443475,826,646
1025720,12162,1322
4989387,10748,989
4558340,1279,123
750949,17332,1285
3289997,4109,272
634034,5590,388
1023710,6349,532
3897299,4905,443
3305081,519,23
1252230,9676,360
4257541,3438,334
1177618,3084,104
833866,6433,139
4974494,4998,56
957385,7654,46
1941546,787,96
715950,1049,123
792836,942,8
2528824,17760,213
3942501,177,3
4519805,416,7
3600397,1756,41
3212445,674,14
2393800,2024,191
4118464,5146,98
3150229,3657,19
815579,1215,14
2809407,5206,246
4595260,697,39
4537798,5625,141
970338,7072,403
3527242,1996,33
3727100,1683,48
1829221,10162,334
2957371,2350,40
1619654,213,39
955432,1782,73
4191275,8969,262
4734879,9629,110
4252759,1073,16
255969,5707,155
3941877,5877,94
1274818,8550,447
2855230,140,0
348175,5520,67
5003604,448,3
2026907,6954,258
4217061,3430,4
781315,18648,506
2855743,4393,25
1550383,2153,19
4070504,6283,42
2611736,7878,149
4239903,7483,155
2198870,523,15
3458525,2233,47
4956748,11058,288
3222818,2894,108
1691286,8971,69
1375246,796,20
481203,3431,110
2014414,20217,186
4396514,1132,94
777988,1698,78
818120,511,4
842205,556,43
3953647,10709,464
3843209,7872,65
1697889,5618,128
3460627,781,41
815501,11093,578
4912031,2199,51
4018452,8804,117
4601757,5201,342
3069540,3587,225
1368970,10943,1372
5101505,788,41
4822722,5556,406
481876,3242,219
2328010,4673,228
2193925,2828,78
2292764,3327,28
4995985,7722,843
4078898,4148,120
3346906,3900,110
2200343,6548,158
2400671,1114,16
91943,761,14
3715755,3506,77
3084958,3865,80
1151753,3992,128
2997109,6126,199
3885598,7167,157
63690,4435,919
4664549,7781,270
274067,21258,580
1807584,9165,711
3780598,879,38
898578,6772,182
2102739,3900,477
1592513,4014,101
516198,2577,87
2352811,3733,132
4387956,7215,714
3653118,1231,0
2204097,10811,386
2003083,3128,179
3632786,7946,466
2253970,8606,484
1910923,13150,325
1306853,2848,159
693937,7180,109
2814177,1193,74
2451199,1828,101
4988911,16056,649
1343413,3887,248
2739327,17812,1321
2250828,1207,33
3125533,1574,62
645856,2961,18
3202037,444,10
1877159,1381,3
2754205,5322,242
2554987,3315,262
4983053,8758,82
4078249,27600,524
385383,3189,59
323198,384,25
959452,4407,301
1569885,4709,74
778398,740,44
4954200,4897,108
1832757,1988,21
4776297,7391,465
3724091,5867,930
4411949,11570,318
1748831,927,81
3566542,7177,118
3753684,627,36
5052842,3822,208
3004643,19590,505
4862609,563,57
3099296,5384,88
2415168,7708,370
4703483,5832,309
4891188,2971,98
3595100,3195,22
551254,319,62
1305565,731,9
2807957,1421,7
665245,589,26
3479353,4780,72
873521,2248,59
1398739,3468,399
4248306,814,13
1709861,18,0
4136288,213,5
1434401,2084,188
4939776,2861,38
3803127,2384,44
3895188,183,8
4170025,598,20
103181,7055,276
3248341,1465,49
1585420,4351,58
3973395,15782,926
2064458,2790,108
820597,16113,190
4352653,267,9
882707,12248,655
3381028,66,1
4604594,14962,169
5037641,2171,15
4082111,2117,56
30676,1610,23
425327,216,0
1292812,6123,97
2719067,3817,312
2887364,1456,15
314328,706,23
1084665,2299,134
2214984,9079,723
4733463,21561,156
1546352,9783,181
4374048,8259,526
180183,6953,76
2585015,3551,172
2690374,4453,240
3427441,746,17
2064614,780,12
1265208,1171,38
2453525,12887,120
3132147,531,62
3034658,4143,126
3787157,7299,360
532507,13177,369
145519,4390,115
1986754,2746,72
5083778,48,3
4975993,978,38
880704,4804,220
1896006,1118,96
219625,345,20
3068858,4889,305
2970453,7630,248
55312,14945,996
667964,337,0
293630,221,12
2702039,932,59
1286537,12080,938
685742,1211,94
4722263,5074,317
4533810,104,6
13767,510,34
4357784,211,27
3735942,4601,410
2517181,930,57
3740075,3312,128
3570834,9653,301
3884119,4270,543
2720496,1003,45
5029362,4457,115
1988066,7850,118
3786139,2078,7
1860533,872,10
980025,2877,46
4656948,5703,191
2618630,461,12
1604026,1236,14
2807309,1550,7
4780027,1362,8
3358142,846,9
3610536,6685,91
4754273,867,3
598545,833,3
3220245,179,3
88462,2992,33
2763221,1515,4
2026832,21161,468
4473353,2961,17
3770700,1703,111
4172923,207,1
3044192,1270,42
3731995,8132,139
3169295,5395,75
888094,16832,474
1466687,3445,157
1889065,1013,29
374203,6097,246
4850194,5664,73
4499281,1210,27
1937007,2387,87
1248349,369,3
99507,4677,126
2019855,56,0
293909,125,0
4855372,1573,27
3242536,28,0
1019260,8104,847
3820684,1285,3
222559,3770,79
4502010,863,3
4352893,3117,244
2559185,413,20
4212069,3107,117
4106517,2018,170
1245220,3643,167
2972679,10753,1114
425574,4657,32
102610,332,4
2765736,3347,14
3010113,776,52
1696979,1567,74
153309,1207,84
722797,2599,26
2281156,5605,350
2672706,345,12
3206550,3703,93
2419332,5565,789
4942468,3386,207
2642752,3918,366
1860371,416,9
1482769,4435,139
2346077,2605,8
2783282,1822,180
3988258,4471,202
524991,60,1
2832871,423,18
749692,9965,43
1433774,3405,177
2825431,3819,181
3328511,17053,301
5068419,7046,64
3935940,14724,655
4113220,3107,211
1480207,3893,282
382910,8519,131
845370,1623,53
1261236,472,14
2571201,2306,26
703717,540,38
3141486,398,21
1406449,129,8
3741236,907,81
3053292,6888,441
1420205,18507,658
374584,17154,723
3236397,2848,233
928449,6726,245
70270,4625,62
1423654,3265,178
3425243,4720,282
2354818,21,3
3679635,466,26
1010656,13013,861
815311,12401,786
3445730,1350,68
2626154,8214,286
4924786,457,48
1345364,2796,187
2650391,4038,102
4802116,104,2
1521068,4567,171
2429775,5067,234
4874492,8225,256
4107781,4851,232
1315415,2181,122
2512193,4987,510
4980376,4094,190
3577268,538,12
2588049,2345,102
4245139,330,40
882098,461,37
4376524,1163,60
851937,1123,34
3483523,2137,47
3974031,1033,40
571820,3214,111
2865017,6232,462
4572192,2137,73
2263836,791,28
1718667,39,0
1754291,596,21
3802074,259,11
542908,26891,521
70583,40,1
2458438,96,10
3720155,802,20
2091359,8697,478
2210612,8564,211
1396829,2742,105
4883737,6703,133
5062853,5124,346
1958275,1388,397
4835206,2718,476
4321228,4086,401
3781390,3096,107
603655,2990,186
2421366,15838,68
4027003,9495,180
2586826,266,7
4345501,11960,286
4481410,3258,343
2740569,4517,356
757249,380,26
402682,244,12
4336046,3338,28
3193449,148,6
2565645,1819,7
1254635,351,22
342575,1180,24
2733586,5085,599
922825,770,51
1256778,739,95
4464320,7122,549
450756,4941,120
1652168,848,19
4835015,6906,379
3654951,236,1
271505,1723,61
1651662,757,33
471212,3175,38
5095125,6354,305
3026556,9961,90
1947578,3787,96
980785,3960,544
3576283,3209,76
4980533,11706,221
1993741,3606,416
214719,693,24
1431810,29093,887
1059665,1818,32
3483675,13103,827
3448250,11873,230
585178,1085,54
4668616,649,6
2495674,5149,55
622741,1609,140
4410687,2174,224
491223,6118,115
2551289,1540,88
720055,4799,231
4071732,6329,60
2288113,6734,386
4077585,5016,160
1672064,7255,320
4853595,9097,235
4779633,6536,675
3273619,3915,47
11120,1328,54
4981586,1176,46
972597,7146,188
445307,2683,109
2313162,824,0
1798340,5682,244
4390513,684,23
2627103,2839,247
1702898,2851,264
268040,5744,281
2121141,2016,58
5120683,6918,474
4156438,3154,185
1379027,2619,29
4278744,1783,34
858756,5495,450
3389104,1520,22
466400,13408,917
3012102,3795,156
809709,4513,96
2839395,2771,99
2606924,596,84
4963777,742,3
4970240,2479,76
88511,3287,71
4304606,1633,14
1829350,1119,13
431060,558,11
1481335,7063,28
1510443,1101,1
2710853,3818,355
3745980,3051,242
4300418,479,5
2643858,2065,41
3358615,2268,7
2134583,221,4
3029606,391,11
796856,28886,1163
3451327,989,18
1264985,693,38
4715650,20476,1120
4393424,12254,98
1984400,666,48
2578034,3129,143
4432419,453,19
4254099,1520,83
383530,20523,556
886304,307,42
105131,981,28
5101577,8511,261
4561988,4919,184
4177144,13081,108
1079326,1159,50
4783746,1616,283
764558,1163,146
1984197,4676,119
3562452,25,0
3947069,1952,55
52368,4379,78
529054,5892,199
3940193,5249,209
963661,5225,39
3742254,1029,21
1643094,6716,31
4372759,2022,30
184290,2308,8
3290084,2083,103
4149693,968,73
885811,829,48
972851,594,31
713731,2362,126
3901339,2870,169
907846,3937,39
3512409,4369,23
3461734,5600,477
1999982,934,37
2508333,2001,100
355362,1537,24
1312158,2234,88
1444181,389,56
3042050,3254,257
139590,6627,194
4362740,2685,215
3057385,1704,163
4139079,3644,79
4768477,1997,89
4435957,5527,287
2383838,14861,282
3435808,11923,1010
1431715,3483,119
5045878,270,7
445662,472,15
1610512,43,0
1953657,189,0
3160684,10946,321
4006644,6933,381
3617337,4821,254
1171434,9748,601
4701519,639,28
687827,530,40
1247724,1129,18
3879225,5596,448
221393,3351,150
74446,7288,207
2481784,1897,71
937407,3498,548
674009,2330,35
4222240,15800,656
1768869,2364,57
21059,10689,43
269606,3894,221
4804081,3772,84
3148589,1805,114
1674844,5234,168
1582197,11856,1050
2103141,1176,22
1547974,2315,4
2108531,4956,277
1840678,488,16
3856569,635,1
2455131,1224,39
2129196,2242,208
69607,8008,176
4132735,5094,242
2100750,2518,176
378205,1550,176
4483041,203,11
3572920,2612,156
466806,8599,75
1493787,1893,140
247810,2888,309
3313438,1753,159
759560,1517,60
1932760,175,5
2457421,5580,216
1442665,3152,125
2208169,7279,315
2640327,504,7
4260727,1689,99
133009,910,9
2480639,1639,50
294308,742,8
2287226,3406,94
5158474,2072,89
749585,183,23
168997,2011,200
2360985,4442,204
4202143,1524,88
3264973,510,24
1352609,1412,199
4854759,2107,362
3721625,1280,19
3739450,1774,35
3692944,800,53
108793,7903,166
1483857,991,2
2821862,237,0
4783904,882,32
5066426,7192,79
878493,360,3
1800355,251,2
2699338,535,46
652979,346,36
4833017,1423,46
1500130,2113,109
1631778,13565,415
3126591,2038,52
3674154,4168,92
4821295,1523,74
1635363,1282,46
151831,6097,169
2066743,8200,360
2747756,9203,45
3080141,1465,98
1414911,8233,408
702060,7127,133
1624041,1653,90
2148681,6582,94
5084833,2123,124
3693205,853,44
3327468,166,3
3541690,1445,89
1062391,1108,57
4455776,2616,236
2535661,1789,80
5016461,1116,30
3667321,7407,731
4813803,7785,262
4736710,3896,86
4176767,280,8
63813,5558,253
3648733,5927,644
4095810,28091,2171
3572783,807,68
138307,43,1
3958932,1223,17
1632647,1266,156
4653800,4982,130
456244,125,2
27522,3959,327
4046054,3074,253
643752,4998,332
1614257,1455,28
1519819,6561,382
3568839,3747,170
1208308,721,22
1087136,1438,11
3007355,4895,267
3839657,1122,16
3677569,663,27
1149385,2537,94
4397687,3239,65
4603741,66,0
3147850,3291,209
734809,2829,440
3027785,322,49
3011375,192,21
3754679,4188,187
432523,1462,181
2718441,748,26
5031298,1251,74
822242,1638,170
4850337,2600,5
2070908,128,16
651666,5888,356
1811343,3838,190
3790162,2665,159
964912,6536,404
2505953,2328,40
1053312,1951,26
1498547,558,7
1414043,6775,219
1891626,3482,135
4568967,1505,18
1929516,10140,308
3812513,1335,8
3049193,885,84
2678392,2931,23
2723232,2595,33
3717634,1619,34
1476223,513,28
1780349,2070,10
1665992,8538,9
475593,3908,35
106589,2678,235
3453935,134,3
1428744,2025,5
811456,397,4
2685357,10801,504
3025460,246,5
1819175,24226,188
4616007,532,2
3890915,1836,152
4164234,5157,601
2526041,1338,115
4830058,6555,267
2135940,269,4
1406426,7075,194
2521664,2542,269
3282595,863,13
4174407,2226,88
4544118,5157,399
2949136,2723,265
1297791,13191,91
2006795,603,14
1460136,1232,34
4019142,304,13
865432,56,2
2881031,1830,49
4099608,724,39
1821455,1299,110
3285641,1709,77
3793843,3379,54
3156448,13315,310
4062559,23784,1074
4581579,3565,242
387302,3650,94
87054,985,35
166326,1838,287
4036269,6188,37
331892,1354,109
1151115,6585,23
2409937,5264,246
4000233,1265,10
982221,3397,39
2577860,2327,8
3003972,1104,8
2842504,728,7
3893658,787,4
4645521,462,7
4207901,1253,53
2105685,1904,21
2611262,315,30
2946006,163,0
5099474,12802,570
3556745,405,24
202156,2032,8
481847,252,0
623614,1030,30
3611944,398,6
2115914,622,5
3989372,1458,41
1841930,888,17
3423253,309,25
4622605,5169,88
3467297,1552,26
4977497,2308,5
3841239,283,37
1086659,4020,1
3053182,3546,43
2584932,1302,233
4880845,2209,37
3606832,934,0
3609849,714,25
1440065,957,46
2462416,1918,18
734018,852,3
4222383,12671,274
4764531,613,21
2031969,2108,189
3933554,15704,631
2078551,6420,420
3070206,840,6
3989777,935,50
3273152,373,14
1413007,1617,47
1281603,3446,171
2698437,2682,190
3543230,187,4
3715529,10781,976
1106169,25,0
820364,5003,49
2313724,2478,80
4408422,2328,43
1489467,1121,114
1462965,2300,100
1471787,77,3
3635558,2787,118
352251,1687,42
1812605,4297,81
1824204,431,3
1848101,39,1
1323134,1042,10
685988,9132,1208
4052103,16,0
1360533,1051,30
4063057,496,16
1066674,997,125
4182213,2374,23
982081,8900,343
4205666,1239,99
955834,1588,38
3796606,2472,59
2665773,3646,78
4858656,10362,185
2533979,1044,52
2863982,505,18
2358229,1335,13
2372829,415,14
2937670,537,21
287137,336,4
1725572,2492,49
3369792,204,8
873298,1572,28
1239912,2545,88
3464658,1693,26
4456596,5295,207
4879255,2049,68
104462,1851,36
1058331,6104,108
3827944,1463,36
4296516,5870,77
545775,6613,134
4307317,8993,320
2862133,7241,74
3819363,5724,151
2062378,510,26
453243,2118,6
4947302,2282,67
3955430,651,3
2271249,2133,60
228360,4407,59
3986479,559,3
3028501,2811,139
4339963,1253,15
3206451,3553,387
2399798,811,22
994002,15137,225
257793,1077,756
1180629,9373,302
101979,504,20
2496932,5166,327
3113468,1551,45
1974051,4068,108
3771608,1560,32
1636703,313,2
677459,1197,124
3102658,893,45
745134,2748,10
529278,1067,62
1660019,1842,82
3130892,1569,124
4752329,33,1
3046547,391,17
4551297,8297,237
4695078,3629,132
899236,1227,40
2268637,4634,89
1909440,2594,101
3113126,1620,7
3204345,1420,72
76064,3320,118
2547494,8874,76
4258547,895,44
148169,2232,21
3289575,2099,119
1051222,613,8
892732,8,0
796075,2805,27
93002,3968,55
5046388,1592,65
2268678,769,2
814566,1501,7
3436852,6567,42
4122623,1649,36
196243,170,3
3426784,790,7
1447685,12649,260
1985331,1191,54
4924524,1475,56
1168596,9774,498
1783423,6573,566
486644,541,52
5067029,1471,80
1635619,2989,74
262541,1204,167
2555621,3994,219
3840905,3798,175
2370610,4995,188
4692440,19857,242
112445,2508,376
2131381,1073,3
1602933,1791,80
4279684,431,9
3432434,1932,90
2431602,3931,104
2855739,415,32
1080925,3777,79
1812506,308,10
2197032,5055,159
3825280,7594,174
4951903,738,22
2873526,261,32
4509039,2816,187
1247477,4,0
589765,225,8
4905428,175,33
1526654,439,20
2540361,1522,84
1711850,574,10
2559771,3589,35
4976066,5714,305
455943,1486,112
1176880,186,1
2814273,331,17
143013,272,14
3043292,2934,54
3776999,3420,295
4065839,5998,62
3621778,7318,176
216695,743,35
3093746,273,4
784897,1754,83
3577636,19413,902
79220,7503,310
1283080,501,27
5004245,2157,32
2714703,3168,34
5047710,281,1
3761180,1692,137
586496,3678,165
3230200,4885,308
3228699,10768,447
4811586,2946,89
1781370,429,17
257909,5326,520
2479831,2334,103
1946811,2268,67
1258041,1006,12
1955064,1009,37
2472174,1735,27
5045220,3108,207
3595690,18703,409
920038,6111,210
2360839,5414,233
4312015,924,46
3849096,3353,446
2756070,1177,45
2923390,2595,19
4026111,2525,15
3432251,383,5
294640,12,0
3342150,1508,12
4170829,12977,84
358773,9578,601
375240,3812,339
3054267,791,18
1555304,402,6
5048770,4882,625
1635426,1676,64
618085,244,18
222415,956,33
839167,584,43
3091480,10458,242
256001,1012,48
3369303,5815,46
1443292,3493,35
3963773,4266,71
1043963,706,3
761059,1952,183
2225310,2940,432
277383,4404,391
4160459,14623,325
1436375,454,4
1380020,1211,13
4090730,2276,50
3957883,5671,212
3937919,3659,16
3920794,2042,25
2917289,4497,59
3888030,3769,84
728641,5814,112
1148114,773,79
2925636,2766,466
1007732,2552,125
3083172,89,0
1620142,1819,21
1029306,538,83
2230040,1207,101
2407900,235,7
2100611,2826,401
514392,8224,174
552733,2785,190
1983014,2068,53
65720,10997,420
805879,4623,130
4735133,2306,135
73030,1008,71
2830440,1676,46
1870458,1306,88
3725578,338,1
2261645,902,56
101539,599,6
954435,2363,50
1528609,307,8
1072393,473,12
4562581,248,9
3450589,560,25
3701839,1693,26
3593720,439,4
3832689,1463,67
2689922,1438,95
2327095,2782,45
2363129,544,9
635704,779,22
1215367,2351,68
1973380,586,32
3430136,860,10
4135185,1687,41
4683311,4097,12
2183874,2265,56
5106609,1396,4
1617627,834,1
2115280,267,25
2627745,832,4
3213921,208,8
3030023,8302,124
164365,3005,56
4928051,817,63
2981856,7476,333
1448912,3719,145
4916460,389,31
2113224,4150,338
3834430,6019,15
37135,1218,40
502123,2192,105
378056,3500,245
2160208,4975,279
4986145,1241,73
355704,848,31
4205050,3377,44
2111279,4521,163
1178381,1717,19
2798696,3632,35
1089685,20522,930
1988611,3025,233
600175,8279,111
1326769,374,18
4956511,4040,348
3286162,2652,92
4847313,1299,100
2319611,8998,14
2370648,3665,107
3399342,342,33
4214301,1920,152
4104257,284,10
1173453,382,28
4865533,332,35
1799984,2299,95
322167,7002,162
4426917,1936,28
1922400,3078,191
4829449,1462,86
3410573,6971,317
1239603,2776,230
1556856,2656,81
4147847,2286,77
1768615,1805,28
3505582,4258,83
1195198,350,6
4649218,2348,36
2384854,2796,114
4032007,3190,18
4199627,1312,64
4515292,1341,7
2727862,5859,78
2218016,543,6
1639265,1098,18
4537973,10062,587
1622413,5846,69
568628,1301,83
4767457,403,57
1212101,659,36
1728108,887,85
3099154,308,6
4696539,850,49
1773435,1692,37
2038530,4039,75
3206951,3230,141
3148462,222,3
4982192,1363,115
4758695,2487,60
3045640,9423,326
4607596,1414,16
25849,347,3
3226383,3260,35
3826089,25312,215
4387999,873,0
2875366,9535,611
2410,724,15
171569,121,4
249261,3200,11
4312687,325,2
2201943,768,12
2429142,5060,474
2718588,2778,119
1415581,117,8
1149584,2004,294
1934059,435,17
4201517,2136,60
2652543,175,19
4527720,3714,213
699361,1651,127
1498957,1199,116
2849955,37,0
4461425,413,64
4255953,1750,153
1804279,425,26
4202726,428,9
1896675,2186,118
4834071,1000,24
3099552,1850,72
3409341,1029,55
588463,3539,460
46027,416,43
378466,4821,183
1171519,3980,62
3574025,22,5
592161,1922,79
3715096,2967,157
669762,4535,53
2923285,7,877
3697561,890,29
773545,11,0
3815870,1456,130
4715451,7555,131
3781701,36,0
4039014,1562,133
4161881,4934,60
172778,116,3
1013185,1098,13
3131525,453,1
2539470,2443,6
1229757,160,1
1356170,3707,163
1197761,203,4
665347,56,2
3978441,484,23
1063502,195,1
4608278,966,21
2896749,1149,35
4424259,396,5
3778757,230,9
3522370,300,4
2836123,4078,91
1169371,492,37
3806436,99,14
334161,815,63
1699768,1252,60
362750,2006,142
4596941,2449,293
4271180,300,28
755175,5408,139
201867,6488,226
1468632,1665,8
3000315,4668,169
4943103,4121,399
826250,2752,18
2970693,559,27
680827,750,45
923586,2235,79
3118407,1563,20
3225747,1808,122
856543,3051,74
1729922,4560,19
5036985,1827,54
201773,1454,7
974282,1371,57
1741711,6176,45
3046934,2571,29
3780203,2852,147
3366905,3276,0
385061,58,1
1643917,927,37
3397084,1464,95
184939,1767,14
1484280,2514,11
5027843,14,1
3122203,352,8
3184947,69,0
4578843,1782,44
943641,6730,30
823219,1252,10
1918447,945,100
2674209,271,3
1755663,2855,123
727648,673,19
3415753,2290,99
4303554,1343,5
285203,693,5
2578274,2083,22
4983640,7530,409
1756055,1143,44
811638,3426,15
4770150,490,5
133742,7143,90
2854798,1468,47
4970201,4481,46
1747827,1850,78
519791,4148,104
4965802,3173,21
2196643,1625,54
3092732,1020,48
140361,1400,135
3401539,628,26
1502931,1513,93
2371594,4197,416
762327,141,0
3893770,3243,29
3753279,1662,100
589018,4261,107
4896014,1677,55
2755933,596,52
5024947,1260,57
3461439,6687,385
2289814,4123,72
944342,1993,19
312333,26,0
4817379,4643,186
4766003,251,15
4901004,903,53
3631430,235,15
2961648,1578,40
4867407,526,37
4358072,1971,34
2024359,1275,30
3047024,2492,252
2255446,1466,26
1059450,143,11
1241067,3328,182
4870077,3598,76
4243653,1201,61
2628979,238,33
362151,5630,218
1037905,3413,27
5149726,1459,217
100795,208,6
722302,3012,32
4074218,673,37
1071810,67,0
3195398,214,1
1240688,3951,194
3913141,12872,547
1423815,1394,12
53656,205,2
2343554,386,5
4738143,211,5
2538099,2858,91
3011767,2691,122
4503217,1183,107
4205429,2300,40
1260343,1190,93
4036672,1129,43
12407,1378,7
4776549,4390,181
561067,2538,38
4605315,2124,16
1626142,1433,52
2302700,1454,43
4544743,2946,87
2816302,2591,43
3967525,5425,58
2243133,4707,82
1091638,72,1
1823759,259,3
108936,162,1
3647870,1012,37
294296,1980,43
2899665,347,7
4188413,303,0
2054486,71,1
561327,1570,75
2958024,1019,34
